section,address,lat,lng,unit_PRICE,PRICE,health,total_size,land_size,n_land,n_build,n_park,district_id,date,built_date,floor,total_floor,build_state,use,is.comp,is.manage,is.furn,n_room,n_hall,n_bath,id
2016Q3,臺北市信義區忠孝東路五段241~270號,25.042405,121.570014,1369.86301369863,7e4,0,51.1,0,0,1,0,10,2016-06-23,2004-09-30,1,11,3,-1,FALSE,FALSE,FALSE,0,0,0,11968
2016Q3,臺北市信義區松山路601~630號,25.0370179,121.578428,957.7320904099093,75e3,0,78.31,0,0,1,0,10,2016-06-23,NA,1,4,5,4,FALSE,FALSE,FALSE,0,0,0,11969
2016Q3,臺北市松山區八德路四段631~660號,25.0501957,121.5750038,330.23116181326924,22e3,1,66.62,0,0,1,0,7,2016-06-21,2013-12-16,1,13,10,1,TRUE,TRUE,FALSE,2,1,1,11970
2016Q3,臺北市信義區忠孝東路五段61~90號,25.0413149,121.5666922,984.6278689588831,1668383,0,1694.4299999999996,0,0,0,0,10,2016-06-16,2015-04-15,13,46,1,-1,FALSE,TRUE,FALSE,0,0,0,11971
2016Q3,臺北市松山區民權東路三段160巷1~30號,25.0614749,121.5481016,550.1222493887531,18e3,10,32.72,0,0,0,0,7,2016-06-22,1979-12-17,1,7,6,1,TRUE,TRUE,FALSE,10,10,10,11972
2016Q3,臺北市松山區南京東路五段251巷22弄1~30號,25.0519043,121.5650238,179.830240253201,25e3,0,139.01999999999998,0,0,1,0,7,2016-06-27,1989-09-21,1,6,6,1,FALSE,FALSE,TRUE,0,0,0,11973
2016Q3,臺北市南港區八德路四段781~810號,25.0509256,121.5814634,411.8447923757659,18150,1,44.06999999999999,0,0,1,0,4,2016-06-24,1986-02-05,2,5,8,3,TRUE,FALSE,TRUE,1,1,1,11974
2016Q3,臺北市中山區松江路69巷1~30號,25.049443,121.5334143,457.3921610020406,65e3,0,142.11,0,0,1,0,11,2016-07-10,1973-10-03,1,5,3,1,FALSE,FALSE,FALSE,0,0,0,11975
2016Q3,臺北市內湖區洲子街91~120號,25.0804308,121.570804,393.2610461094234,261495,0,664.94,664.94,0,1,0,5,2016-06-14,1998-10-15,1,10,1,3,TRUE,TRUE,FALSE,1,0,0,11976
2016Q3,臺北市中山區龍江路181~210號,25.0553291,121.5406621,414.1930139444981,3e4,2,72.43,72.43,0,1,0,11,2016-07-04,1994-12-29,5,7,6,-1,TRUE,FALSE,TRUE,3,2,2,11977
2016Q3,臺北市內湖區民權東路六段15巷1~30號,25.0679835,121.5801663,252.68923891024846,305615,0,1209.45,0,0,2,7,5,2016-07-07,2015-05-13,2,5,2,-1,FALSE,TRUE,FALSE,0,0,0,11978
2016Q3,臺北市中山區松江路123巷1~30號,25.0528242,121.5339437,588.8819095477387,75e3,0,127.36,0,0,2,0,11,2016-07-01,1979-08-21,1,6,3,-1,FALSE,FALSE,TRUE,0,0,0,11979
2016Q3,臺北市中山區雙城街18巷1~30號,25.0654896,121.5240762,254.50923979196634,23e3,2,90.37,0,0,1,0,11,2016-06-22,NA,4,4,5,-1,TRUE,FALSE,TRUE,3,2,2,11980
2016Q3,臺北市中山區植福路301~330號,25.0810974,121.5615568,393.55807570814557,76e3,0,193.11,0,0,1,2,11,2016-06-27,2015-10-27,4,10,6,-1,FALSE,TRUE,FALSE,0,0,0,11981
2016Q3,臺北市中山區建國北路二段258巷1~30號,25.0619183,121.5364888,197.51693002257338,28e3,0,141.76,0,0,1,0,11,2016-06-30,1981-05-20,2,7,6,1,FALSE,TRUE,FALSE,0,0,0,11982
2016Q3,臺北市中山區吉林路31~60號,25.050893,121.5302,378.35792659856224,8e4,0,211.44,0,0,1,1,11,2016-07-06,1976-08-19,5,7,1,1,TRUE,TRUE,TRUE,4,0,0,11983
2016Q3,臺北市大安區仁愛路四段71巷1~30號,25.0381916,121.5466881,827.3047491801287,204336,0,246.99,0,0,1,0,2,2016-06-30,NA,1,6,3,1,FALSE,TRUE,FALSE,0,0,0,11984
2016Q3,臺北市大安區和平東路一段61~90號,25.0271676,121.5245613,276.8700072621641,30500,2,110.16,0,0,1,0,2,2016-06-15,1990-03-07,7,19,1,2,TRUE,TRUE,FALSE,3,2,2,11985
2016Q3,臺北市大安區浦城街4巷1~30號,25.0242864,121.5268397,505.3908355795148,15e3,1,29.68,0,0,1,0,2,2016-05-19,2007-05-08,3,5,8,1,TRUE,FALSE,TRUE,0,0,1,11986
2016Q3,臺北市大安區延吉街211~240號,25.0371878,121.5558285,905.5733926072281,11e4,0,121.47,0,0,1,0,2,2016-07-04,1983-01-11,1,7,3,2,FALSE,TRUE,FALSE,0,0,0,11987
2016Q3,臺北市大安區忠孝東路三段301~330號,25.0418587,121.5433978,418.5840707964602,34056,1,81.36,0,0,1,0,2,2016-06-22,1983-01-07,9,12,10,1,TRUE,TRUE,FALSE,2,1,1,11988
2016Q3,臺北市大安區新生南路一段145巷1~30號,25.0358146,121.5331875,676.2468300929839,8e4,0,118.3,0,0,1,0,2,2016-07-07,1972-11-30,1,5,5,1,FALSE,FALSE,FALSE,0,0,0,11989
2016Q3,臺北市大安區和平東路二段265巷1~30號,25.0252614,121.5441,233.95233221231175,32e3,2,136.78,0,0,1,0,2,2016-06-29,1983-06-29,3,7,6,2,TRUE,FALSE,TRUE,3,2,2,11990
2016Q3,臺北市萬華區貴陽街二段1~30號,25.0394217,121.506695,394.14414414414415,7e4,0,177.6,0,0,1,0,8,2016-06-23,NA,-1,2,9,-1,FALSE,FALSE,FALSE,0,0,0,11991
2016Q3,臺北市中正區臨沂街29巷1~30號,25.0402287,121.530047,840.8357397655852,49500,1,58.87,0,0,1,0,12,2016-06-21,2012-11-22,6,7,8,1,TRUE,TRUE,FALSE,2,1,1,11992
2016Q3,臺北市文山區政大二街260巷31~60號,24.9864392,121.5840495,284.0909090909091,15e3,1,52.8,0,0,1,0,9,2016-06-20,2010-07-30,5,5,6,1,TRUE,TRUE,TRUE,1,1,1,11993
2016Q3,臺北市文山區景福街242巷1~30號,24.9933972,121.5397461,222.7622519238558,27500,1,123.45,0,0,1,0,9,2016-06-24,1983-03-17,2,5,5,1,TRUE,FALSE,FALSE,2,2,1,11994
2016Q3,臺北市文山區福興路82巷5弄1~30號,25.0064501,121.5511923,181.79614592170645,15e3,1,82.51,4106,1,1,0,9,2016-06-12,1983-09-05,2,5,5,1,TRUE,FALSE,TRUE,3,2,1,11995
2016Q3,臺北市中正區羅斯福路二段61~90號,25.0284112,121.5206463,576.3104546770924,19900,1,34.53,0,0,1,0,12,2016-06-08,1989-07-01,5,12,10,-1,TRUE,FALSE,TRUE,0,1,1,11996
2016Q3,臺北市中山區長春路1~30號,25.0547461,121.5308377,281.83023872679047,17e3,0,60.32,1340,1,1,0,11,2016-06-16,1984-11-28,6,12,10,2,FALSE,TRUE,FALSE,0,0,0,11997
2016Q3,臺北市中正區臨沂街33巷1~30號,25.0396828,121.5299403,492.1259842519685,6e4,2,121.92,0,0,1,0,12,2016-07-06,2011-03-30,3,7,6,1,TRUE,FALSE,TRUE,2,2,2,11998
2016Q3,臺北市中正區臨沂街33巷1~30號,25.0396828,121.5299403,492.1259842519685,6e4,2,121.92,0,0,1,0,12,2016-07-01,2011-03-30,2,7,6,1,TRUE,FALSE,TRUE,2,2,2,11999
2016Q3,臺北市內湖區陽光街331~360號,25.0732244,121.5781728,500.8848966507496,15e4,0,299.47,0,0,1,1,5,2016-07-07,2007-11-16,1,8,3,3,TRUE,TRUE,FALSE,3,0,0,12000
2016Q3,臺北市中山區新生北路二段61~90號,25.0613244,121.5296175,570.2066999287242,16e3,1,28.06,0,0,1,0,11,2016-06-24,2008-09-25,12,12,8,1,TRUE,TRUE,FALSE,1,1,1,12001
2016Q3,臺北市中山區大直街52巷1~30號,25.0825469,121.5460704,499.6876951905059,32e3,0,64.04,0,0,1,0,11,2016-06-24,NA,1,3,3,1,FALSE,FALSE,FALSE,0,0,0,12002
2016Q3,臺北市內湖區文德路66巷14弄1~30號,25.0769634,121.5808622,255.6727388942154,16e3,5,62.58,0,0,0,0,5,2016-06-24,1984-01-31,2,7,6,1,TRUE,TRUE,TRUE,5,5,5,12003
2016Q3,臺北市內湖區新富街151~180號,25.0603805,121.5856015,376.1214670546543,130548,3,347.0900000000001,0,0,1,2,5,2016-06-29,2012-06-01,3,14,10,1,TRUE,TRUE,TRUE,2,2,3,12004
2016Q3,臺北市內湖區康寧路一段91~120號,25.0798061,121.5932795,636.1323155216286,15e3,1,23.58,0,0,0,0,5,2016-07-04,1983-01-11,3,7,6,1,TRUE,FALSE,TRUE,1,0,1,12005
2016Q3,臺北市內湖區康寧路一段91~120號,25.0798061,121.5932795,636.1323155216286,15e3,1,23.58,0,0,0,0,5,2016-07-10,1983-01-11,3,7,6,1,TRUE,FALSE,TRUE,1,0,1,12006
2016Q3,臺北市中山區伊通街31~60號,25.0504258,121.5352407,289.3332476049637,45e3,2,155.53,0,0,1,0,11,2016-06-23,1996-10-04,4,12,10,1,TRUE,TRUE,TRUE,3,2,2,12007
2016Q3,臺北市中山區龍江路120巷1~30號,25.053706,121.540307,314.30068098480876,3e4,1,95.45,0,0,1,0,11,2016-06-16,1999-05-24,8,10,6,2,TRUE,TRUE,TRUE,2,2,1,12008
2016Q3,臺北市中山區建國北路二段1~30號,25.0523809,121.5371887,520.8333333333334,4e4,1,76.8,0,0,1,0,11,2016-06-15,2006-07-13,8,14,10,2,TRUE,TRUE,TRUE,1,1,1,12009
2016Q3,臺北市中山區松江路184巷26弄1~30號,25.0566309,121.5308609,405.6073436276952,57e3,2,140.53,0,0,1,0,11,2016-07-01,2008-11-28,4,14,10,1,TRUE,TRUE,TRUE,2,2,2,12010
2016Q3,臺北市中山區松江路77巷1~30號,25.0496307,121.534381,798.3576642335765,35e3,1,43.84,0,0,1,0,11,2016-06-23,2004-12-24,1,10,6,2,TRUE,TRUE,TRUE,1,1,1,12011
2016Q3,臺北市松山區南京東路四段1~30號,25.0519742,121.5495307,715.81961345740865,4e4,1,55.88,0,0,1,0,7,2016-06-28,2008-12-05,11,15,8,1,TRUE,TRUE,TRUE,1,1,1,12012
2016Q3,臺北市松山區南京東路五段31~60號,25.0517333,121.5582314,1031.5078769692423,165e3,1,159.96,17.12,1,1,0,7,2016-06-30,1980-02-07,1,13,3,2,TRUE,TRUE,FALSE,1,1,1,12013
2016Q3,臺北市士林區中山北路七段219巷1~30號,25.128841,121.533632,370.8010996739339,173991,3,469.23,0,0,1,3,6,2016-06-30,2006-11-10,3,5,6,1,TRUE,TRUE,TRUE,4,2,3,12014
2016Q3,臺北市北投區中央北路四段515巷61~90號,25.1282835,121.4693633,209.77745348412986,23e3,1,109.64,0,0,1,0,1,2016-06-10,2013-11-29,1,14,10,-1,TRUE,TRUE,FALSE,2,1,1,12015
2016Q3,臺北市北投區明德路17巷3弄1~30號,25.1071977,121.5169228,346.39409426462237,61e3,2,176.1,0,0,1,1,1,2016-06-08,2002-09-11,8,13,10,1,TRUE,TRUE,TRUE,4,2,2,12016
2016Q3,臺北市北投區中和街481~510號,25.1450942,121.4953451,446.16299821534807,3e4,0,67.24,0,0,0,0,1,2016-07-01,1973-11-22,-1,2,9,1,FALSE,FALSE,FALSE,0,0,0,12017
2016Q3,臺北市北投區中央南路二段1~30號,25.1260487,121.5005871,194.32299257408567,28e3,0,144.08999999999997,0,0,1,1,1,2016-07-01,2015-08-28,8,19,1,-1,FALSE,TRUE,FALSE,0,0,0,12018
2016Q3,臺北市北投區中央南路二段1~30號,25.1260487,121.5005871,308.9785532533624,17e3,0,55.02,0,0,1,0,1,2016-06-25,2015-08-28,2,19,10,-1,FALSE,FALSE,TRUE,0,0,0,12019
2016Q3,臺北市北投區中央南路二段1~30號,25.1260487,121.5005871,353.07963907414677,18e3,0,50.98,0,0,1,0,1,2016-07-01,2015-08-28,12,19,1,-1,FALSE,TRUE,FALSE,0,0,0,12020
2016Q3,臺北市士林區士東路266巷15弄1~30號,25.111539,121.5369864,399.46737683089214,15e4,3,375.5,0,0,1,1,6,2016-06-10,2008-12-29,12,15,10,1,TRUE,TRUE,TRUE,4,2,3,12021
2016Q3,臺北市北投區中央南路二段1~30號,25.1260487,121.5005871,212.08907741251323,18e3,0,84.87,0,0,1,1,1,2016-07-10,2015-08-28,2,19,1,-1,FALSE,TRUE,FALSE,0,0,0,12022
2016Q3,臺北市北投區中央南路二段1~30號,25.1260487,121.5005871,316.2131084706785,16500,0,52.17999999999999,0,0,1,0,1,2016-07-10,2015-08-28,15,19,1,-1,FALSE,TRUE,FALSE,0,0,0,12023
2016Q3,臺北市北投區中央南路二段1~30號,25.1260487,121.5005871,227.936879018118,19500,0,85.55000000000003,0,0,1,1,1,2016-07-10,2015-08-28,15,19,1,-1,FALSE,TRUE,FALSE,0,0,0,12024
2016Q3,臺北市信義區松德路31~60號,25.0388989,121.577059,261.2330198537095,3e4,2,114.84,9.3,1,1,0,10,2016-06-30,1991-01-23,6,12,1,1,TRUE,TRUE,FALSE,2,2,2,12025
2016Q3,臺北市信義區基隆路二段121~150號,25.0285037,121.5570023,753.5555083846317,71e3,1,94.22,7.34,1,1,0,10,2016-07-05,2014-10-29,7,15,10,1,TRUE,TRUE,TRUE,2,2,1,12026
2016Q3,臺北市信義區忠孝東路五段391~420號,25.0409273,121.5753577,384.53087233575036,105e3,0,273.06,0,0,4,0,10,2016-06-23,1997-01-21,14,18,1,-1,FALSE,TRUE,TRUE,0,0,0,12027
2016Q3,臺北市信義區松德路151~180號,25.036644,121.574876,446.1132384103498,12e4,0,268.99,0,0,2,0,10,2016-06-15,1995-12-12,12,21,1,-1,TRUE,TRUE,TRUE,3,1,0,12028
2016Q3,臺北市松山區八德路二段391~420號,25.0483677,121.5462852,682.4274920789666,28e3,1,41.03,0,0,1,0,7,2016-07-05,2006-08-23,6,13,10,-1,TRUE,TRUE,TRUE,1,1,1,12029
2016Q3,臺北市信義區基隆路二段181~210號,25.0249938,121.5534894,515.9332321699544,68e3,1,131.8,0,0,1,0,10,2016-07-07,1997-02-21,1,21,1,2,TRUE,FALSE,TRUE,0,1,1,12030
2016Q3,臺北市松山區東興路1~30號,25.0506318,121.5655392,305.78961674368037,45e3,0,147.16,25.83,1,1,0,7,2016-07-01,1990-08-17,3,7,6,1,FALSE,FALSE,FALSE,0,0,0,12031
2016Q3,臺北市信義區基隆路二段181~210號,25.0249938,121.5534894,410.9476452699926,5e4,1,121.67,0,0,1,1,10,2016-07-05,1997-02-21,16,21,1,-1,TRUE,TRUE,TRUE,2,1,1,12032
2016Q3,臺北市信義區基隆路一段101巷1~30號,25.045329,121.5674665,596.5163445478406,25e3,1,41.91,0,0,1,0,10,2016-07-12,2002-01-04,5,14,10,-1,TRUE,TRUE,TRUE,1,1,1,12033
2016Q3,臺北市信義區基隆路一段101巷1~30號,25.045329,121.5674665,590.0590660871505,52946,1,89.72999999999998,0,0,1,0,10,2016-07-04,2007-11-06,11,12,10,1,TRUE,TRUE,TRUE,2,2,1,12034
2016Q3,臺北市中山區明水路397巷7弄31~60號,25.0781645,121.5488731,314.0456936484258,4e4,1,127.37,0,0,1,1,11,2016-07-06,1994-03-17,2,9,6,1,TRUE,TRUE,TRUE,2,1,1,12035
2016Q3,臺北市中山區民權東路二段135巷31~60號,25.0642927,121.5350979,372.8638011393061,36e3,2,96.55,0,0,1,0,11,2016-06-17,2014-09-26,6,10,6,1,TRUE,TRUE,TRUE,2,1,2,12036
2016Q3,臺北市中山區中山北路二段59巷31~60號,25.0559502,121.5242173,535.1170568561872,24e3,1,44.85,0,0,1,0,11,2016-06-25,1999-09-28,16,16,8,1,TRUE,TRUE,TRUE,1,1,1,12037
2016Q3,臺北市內湖區金湖路361~390號,25.073559,121.602321,317.7023764137756,75e3,2,236.07,109.26,1,1,0,5,2016-07-12,1998-12-10,-1,4,9,-1,TRUE,FALSE,FALSE,3,2,2,12038
2016Q3,臺北市中山區林森北路571~600號,25.0649087,121.5256777,579.6621397813846,7e4,1,120.76,0,0,1,0,11,2016-07-06,2011-07-26,13,13,10,1,TRUE,TRUE,TRUE,3,1,1,12039
2016Q3,臺北市中山區中山北路三段31~60號,25.0657089,121.522573,319.98531899275525,200522,0,626.66,0,0,1,0,11,2016-07-13,1973-08-31,2,7,6,2,FALSE,FALSE,FALSE,0,0,0,12040
2016Q3,臺北市中正區信義路二段151~180號,25.03411,121.528614,496.4105697265923,65e3,2,130.94,0,0,1,0,12,2016-07-04,2008-08-20,9,13,10,1,TRUE,TRUE,TRUE,2,2,2,12041
2016Q3,臺北市大同區承德路三段1~30號,25.0633359,121.518582,262.133013780707,7e4,1,267.04,0,0,1,0,3,2016-06-13,2010-09-03,9,15,10,1,TRUE,TRUE,TRUE,4,2,1,12042
2016Q3,臺北市萬華區西寧南路121~150號,25.044641,121.506596,1812.8439111192226,794642,2,438.34,0,0,2,0,8,2016-06-14,1946-10-25,-1,3,9,2,TRUE,FALSE,FALSE,0,0,2,12043
2016Q3,臺北市中正區新生南路一段140巷1~30號,25.0362139,121.532446,691.4433880726016,16e3,1,23.14,0,0,0,0,12,2016-07-01,NA,6,6,8,2,TRUE,FALSE,TRUE,1,0,1,12044
2016Q3,臺北市中正區南陽街31~60號,25.0453318,121.516142,1387.604070305273,135e3,0,97.29,101,0,1,0,12,2016-07-12,NA,-1,3,9,-1,FALSE,FALSE,FALSE,0,0,0,12045
2016Q3,臺北市中正區南陽街31~60號,25.0453318,121.516142,1387.604070305273,135e3,0,97.29,101,0,1,0,12,2016-07-12,NA,-1,3,9,-1,FALSE,FALSE,FALSE,0,0,0,12046
2016Q3,臺北市中正區羅斯福路二段61~90號,25.0284112,121.5206463,576.3104546770924,19900,1,34.53,0,1,1,0,12,2016-07-01,1989-07-01,5,12,10,-1,TRUE,FALSE,TRUE,0,1,1,12047
2016Q3,臺北市中正區南昌路一段31~60號,25.031672,121.5168693,383.4268055396589,33500,1,87.37,0,0,1,0,12,2016-06-15,1981-12-04,5,10,6,-1,TRUE,FALSE,TRUE,3,2,1,12048
2016Q3,臺北市文山區羅斯福路六段121~150號,24.9982352,121.5407301,236.11357062747183,4e4,2,169.41,0,0,1,1,9,2016-07-12,2014-01-08,6,11,10,1,TRUE,TRUE,FALSE,3,2,2,12049
2016Q3,臺北市大安區和平東路一段211~240號,25.026054,121.532597,395.1007506914263,3e4,1,75.93,0,0,1,0,2,2016-06-24,NA,2,5,5,-1,TRUE,TRUE,FALSE,2,1,1,12050
2016Q3,臺北市文山區指南路三段91~120號,24.9824662,121.580488,296.53920933246917,22878,1,77.15,0,0,1,0,9,2016-06-18,2014-05-13,9,11,10,1,TRUE,TRUE,FALSE,2,2,1,12051
2016Q3,臺北市文山區木柵路三段77巷1~30號,24.988221,121.566039,195.73727707699,27e3,0,137.94,0,0,1,0,9,2016-06-27,1990-03-19,1,9,3,2,FALSE,TRUE,FALSE,0,0,0,12052
2016Q3,臺北市萬華區和平西路三段331~360號,25.0356561,121.4927505,154.66575012888813,9e3,1,58.19,0,0,1,0,8,2016-07-09,1979-08-05,3,5,5,1,TRUE,FALSE,TRUE,2,1,1,12053
2016Q3,臺北市萬華區開封街二段1~30號,25.046042,121.508827,421.1561148250098,42840,1,101.72,0,0,1,0,8,2016-07-10,2008-02-27,14,14,10,1,TRUE,TRUE,TRUE,3,2,1,12054
2016Q3,臺北市大同區太原路61~90號,25.0513873,121.5155936,496.68518186704887,27720,1,55.81,0,0,1,0,3,2016-06-22,2008-12-11,9,14,8,1,TRUE,TRUE,TRUE,1,1,1,12055
2016Q3,臺北市中正區許昌街31~60號,25.0456859,121.5151682,4522.149302707137,441e3,0,97.52,0,0,1,0,12,2016-06-15,NA,-1,2,3,-1,FALSE,FALSE,FALSE,0,0,0,12056
2016Q3,臺北市中山區長春路241~270號,25.0548159,121.5393591,451.15731659474307,23e3,1,50.98,4.78,1,1,0,11,2016-07-01,2008-01-04,12,12,10,1,TRUE,TRUE,TRUE,1,1,1,12057
2016Q3,臺北市中山區林森北路331~360號,25.056386,121.525667,348.53694477580524,99340,3,285.02,0,0,1,1,11,2016-07-12,2013-11-01,14,24,10,1,TRUE,TRUE,TRUE,4,2,3,12058
2016Q3,臺北市中山區林森北路133巷31~60號,25.0509264,121.5263424,496.79696692378093,38e3,0,76.49,0,0,1,0,11,2016-06-28,NA,1,3,3,-1,FALSE,FALSE,FALSE,0,0,0,12059
2016Q3,臺北市中山區新生北路二段31~60號,25.0542013,121.5278274,453.3776635937736,3e4,1,66.17,0,0,1,0,11,2016-06-25,1996-07-18,6,17,10,2,TRUE,TRUE,TRUE,2,2,1,12060
2016Q3,臺北市中山區撫順街1~30號,25.0635339,121.520902,388.82138517618466,48e3,1,123.45,0,0,1,0,11,2016-06-26,2011-06-30,2,15,10,1,TRUE,TRUE,TRUE,2,2,1,12061
2016Q3,臺北市內湖區大湖山莊街202巷1~30號,25.0881539,121.5983503,163.594721343658,15e3,1,91.69,0,0,1,0,5,2016-07-13,1981-08-12,2,4,5,1,TRUE,FALSE,TRUE,3,2,1,12062
2016Q3,臺北市內湖區康寧路一段121~150號,25.0796619,121.5934853,500.8839127872717,17e3,1,33.94,0,0,0,0,5,2016-07-07,1978-08-29,1,4,5,4,TRUE,FALSE,FALSE,1,0,1,12063
2016Q3,臺北市中山區新生北路二段127巷1~30號,25.0599838,121.5281421,375.43577366586214,28e3,1,74.58,0,0,1,0,11,2016-07-14,NA,2,4,5,-1,TRUE,FALSE,TRUE,2,2,1,12064
2016Q3,臺北市內湖區康寧路一段121~150號,25.0796619,121.5934853,294.68100780904666,2e4,1,67.87,0,0,0,0,5,2016-07-07,1978-08-29,1,4,5,4,TRUE,FALSE,FALSE,0,0,1,12065
2016Q3,臺北市中山區南京東路二段91~120號,25.0522884,121.5321795,653.2143581423646,32210,1,49.31,0,0,1,0,11,2016-07-01,2010-09-17,5,18,10,1,TRUE,TRUE,TRUE,1,1,1,12066
2016Q3,臺北市中山區中山北路二段151~180號,25.0620063,121.5229569,723.763570566948,3e4,1,41.45,0,0,1,0,11,2016-07-08,2006-11-29,4,14,10,1,TRUE,TRUE,TRUE,1,1,1,12067
2016Q3,臺北市中山區南京東路三段89巷27弄1~30號,25.0537189,121.5378451,446.31787751053804,9e4,2,201.65,0,1,1,0,11,2016-07-14,2007-09-13,5,17,10,1,TRUE,FALSE,TRUE,3,2,2,12068
2016Q3,臺北市中山區林森北路133巷1~30號,25.0510981,121.5254168,888.6255924170616,22500,3,25.32,0,0,0,0,11,2016-06-27,NA,3,4,5,-1,TRUE,TRUE,TRUE,3,3,3,12069
2016Q3,臺北市內湖區港華街51巷8弄1~30號,25.0835635,121.5755771,302.3583954847813,3e4,2,99.22,0,0,1,0,5,2016-06-29,2008-10-17,3,9,6,1,TRUE,TRUE,TRUE,2,2,2,12070
2016Q3,臺北市中山區敬業三路162巷31~60號,25.079056,121.557962,218.64951768488746,34e3,2,155.5,0,0,1,1,11,2016-07-01,2000-06-28,3,12,10,1,TRUE,TRUE,TRUE,3,2,2,12071
2016Q3,臺北市中山區天祥路1~30號,25.0605813,121.5210928,213.2507595232531,36500,2,171.16,0,0,1,0,11,2016-07-06,1986-12-01,2,5,5,1,TRUE,FALSE,TRUE,3,2,2,12072
2016Q3,臺北市中山區農安街1~30號,25.065211,121.5293055,563.4861006761834,3e4,1,53.24,0,0,1,0,11,2016-06-16,2009-06-22,4,14,10,2,TRUE,TRUE,TRUE,1,1,1,12073
2016Q3,臺北市松山區敦化南路一段61~90號,25.0455853,121.5493041,522.3798526338942,95e3,2,181.86,0,0,1,0,7,2016-06-21,1986-06-24,5,14,10,1,TRUE,TRUE,TRUE,3,3,2,12074
2016Q3,臺北市南港區松河街751~780號,25.0598122,121.6092475,224.06424038337002,51900,3,231.63,0,0,1,2,4,2016-06-26,2009-12-07,1,7,6,1,TRUE,TRUE,FALSE,5,2,3,12075
2016Q3,臺北市南港區中坡北路91~120號,25.0478179,121.5804211,367.6470588235294,25e3,1,68,0,0,1,0,4,2016-06-26,1996-12-05,3,9,6,1,TRUE,TRUE,TRUE,2,1,1,12076
2016Q3,臺北市松山區八德路三段12巷4弄1~30號,25.0474908,121.5504919,224.7443532981234,2e4,1,88.99,0,0,1,0,7,2016-07-10,NA,1,4,5,-1,TRUE,FALSE,FALSE,0,1,1,12077
2016Q3,臺北市信義區永吉路31~60號,25.045894,121.568593,487.1937639198218,35e3,2,71.84,0,0,1,0,10,2016-07-07,2007-05-24,8,14,10,1,TRUE,TRUE,TRUE,2,2,2,12078
2016Q3,臺北市信義區光復南路481~510號,25.0331518,121.5575355,759.9939200486396,2e5,0,263.16,92,0,1,0,10,2016-07-13,1970-06-10,-1,4,9,1,FALSE,FALSE,FALSE,0,0,0,12079
2016Q3,臺北市信義區光復南路481~510號,25.0331518,121.5575355,632.1112515802781,2e5,0,316.4,70,0,1,0,10,2016-07-13,NA,-1,4,9,4,FALSE,FALSE,FALSE,0,0,0,12080
2016Q3,臺北市南港區經貿二路235巷1~30號,25.0560908,121.61759,346.6998102963302,53e3,2,152.87,0,0,1,1,4,2016-07-12,2014-10-02,1,10,6,1,TRUE,TRUE,TRUE,3,2,2,12081
2016Q3,臺北市南港區園區街1~30號,25.0589059,121.6120912,508.40829096597577,39e3,1,76.71,0,0,1,0,4,2016-06-27,2006-11-16,3,12,10,1,TRUE,TRUE,TRUE,2,1,1,12082
2016Q3,臺北市信義區松平路61~90號,25.0305044,121.5652772,251.90427637497743,42e3,2,166.73000000000005,0,0,1,1,10,2016-07-05,1998-04-20,11,13,10,1,TRUE,TRUE,TRUE,3,2,2,12083
2016Q3,臺北市松山區光復南路58巷1~30號,25.0454363,121.5555452,502.51256281407035,32e3,1,63.68,0,0,1,0,7,2016-07-07,NA,1,4,5,1,TRUE,FALSE,FALSE,2,0,1,12084
2016Q3,臺北市松山區光復南路6巷31~60號,25.0476252,121.5568556,331.5396856972349,33333,0,100.54,0,0,2,0,7,2016-07-12,1981-12-28,2,7,6,2,FALSE,FALSE,TRUE,0,0,0,12085
2016Q3,臺北市北投區立農街一段257巷10弄1~30號,25.1200396,121.5056357,173.0552911655274,2e4,1,115.57,0,0,1,0,1,2016-06-19,1986-02-19,5,5,5,1,TRUE,FALSE,FALSE,3,2,1,12086
2016Q3,臺北市北投區行義路1~30號,25.1240896,121.5258133,510.12012506170805,62e3,2,121.54,0,0,1,0,1,2016-07-07,2004-10-18,5,11,10,1,TRUE,TRUE,TRUE,3,2,2,12087
2016Q3,臺北市士林區中山北路六段157巷1~30號,25.1067274,121.5247651,456.7774351947014,4e4,1,87.57,0,0,1,0,6,2016-07-07,2008-10-02,8,15,10,-1,TRUE,TRUE,TRUE,2,2,1,12088
2016Q3,臺北市北投區東華街一段481~510號,25.1131317,121.5167749,446.04138272828635,72e3,2,161.42000000000004,0,0,1,0,1,2016-06-30,2005-11-11,4,14,10,1,TRUE,TRUE,TRUE,3,2,2,12089
2016Q3,臺北市北投區東華街一段481~510號,25.1131317,121.5167749,408.87126750092915,66e3,2,161.42000000000004,0,0,1,0,1,2016-07-05,2005-11-11,1,14,10,1,TRUE,TRUE,TRUE,4,2,2,12090
2016Q3,臺北市士林區承德路四段61~90號,25.0814249,121.52326,410.4988182609777,33e3,1,80.39,0,0,1,0,6,2016-06-26,2000-05-23,3,11,10,1,TRUE,TRUE,FALSE,2,1,1,12091
2016Q3,臺北市士林區忠誠路二段181~210號,25.1163995,121.5339561,485.0444624090542,12e4,2,247.4,0,0,1,0,6,2016-06-24,1995-11-03,7,26,10,1,TRUE,TRUE,TRUE,3,2,2,12092
2016Q3,臺北市北投區裕民二路61~90號,25.1143813,121.5164072,608.9515883487263,6e4,1,98.53,0,0,1,0,1,2016-06-30,2013-11-08,16,19,10,-1,TRUE,FALSE,TRUE,2,2,1,12093
