section,address,lat,lng,unit_PRICE,PRICE,health,total_size,land_size,n_land,n_build,n_park,district_id,date,built_date,floor,total_floor,build_state,use,is.comp,is.manage,is.furn,n_room,n_hall,n_bath,id
2015Q2,臺北市信義區信義路五段150巷1~30號,25.0335054,121.5607789,495.5196762604782,12e4,0,242.17,0,0,1,0,10,2015-02-26,1995-11-24,15,22,1,-1,TRUE,TRUE,TRUE,5,0,0,2093
2015Q2,臺北市信義區忠孝東路五段236巷31~60號,25.03841,121.5719779,797.2097658196312,48e3,0,60.21,87,1,1,0,10,2015-02-10,1997-06-10,1,11,10,1,FALSE,TRUE,FALSE,0,0,0,2094
2015Q2,臺北市南港區八德路四段931~960號,25.0513951,121.5819244,301.1076459834391,28e3,1,92.99,0,0,1,1,4,2015-02-16,2000-01-21,3,7,1,2,TRUE,FALSE,FALSE,0,1,1,2095
2015Q2,臺北市北投區東華街二段31~60號,25.1166303,121.5143344,317.56046267087277,60400,2,190.2,0,0,1,0,1,2015-02-27,2008-07-22,4,14,10,1,TRUE,TRUE,TRUE,4,2,2,2096
2015Q2,臺北市中正區新生南路一段121~150號,25.038888,121.5326491,259.93316004456,28e3,1,107.72,135,0,1,0,12,2015-02-05,NA,2,4,5,-1,TRUE,FALSE,FALSE,1,1,1,2097
2015Q2,臺北市中正區重慶南路一段91~120號,25.0434685,121.5132107,533.0449813815003,7e5,12,1313.21,0,0,1,0,12,2015-02-09,NA,-1,6,9,-1,TRUE,FALSE,FALSE,7,7,12,2098
2015Q2,臺北市中正區新生南路一段160巷1~30號,25.0346931,121.5320244,365.8715059271184,75e3,2,204.99,0,0,1,0,12,2015-02-26,2013-05-23,6,9,6,1,TRUE,TRUE,TRUE,3,2,2,2099
2015Q2,臺北市中山區松江路331~360號,25.0619102,121.5329986,412.61789082595027,115500,0,279.92,0,0,1,0,11,2015-02-25,2002-11-20,4,14,1,2,FALSE,TRUE,FALSE,0,0,0,2100
2015Q2,臺北市大安區敦化南路二段241~270號,25.0256837,121.5492929,389.1847603441213,19e3,0,48.82,0,0,1,0,2,2015-02-26,NA,17,17,1,1,FALSE,TRUE,FALSE,0,0,0,2101
2015Q2,臺北市大安區瑞安街181~210號,25.0256856,121.5390623,554.2908047114719,56e3,1,101.03,0,0,1,0,2,2015-02-27,NA,1,3,5,-1,TRUE,FALSE,TRUE,3,0,1,2102
2015Q2,臺北市大安區安和路二段171巷1~30號,25.0281759,121.5507617,395.9350666490694,6e4,2,151.54000000000005,0,0,1,0,2,2015-02-28,1986-01-31,12,17,10,1,TRUE,TRUE,TRUE,2,2,2,2103
2015Q2,臺北市大安區永康街1~30號,25.0333313,121.529971,2906.5926806711586,22e4,0,75.69,0,0,1,0,2,2015-02-26,NA,1,4,3,1,FALSE,FALSE,FALSE,0,0,0,2104
2015Q2,臺北市士林區德行東路211~240號,25.1092867,121.5325401,198.4914648670107,4e4,2,201.52,50.8,1,1,0,6,2015-02-13,1986-06-06,3,5,5,1,TRUE,FALSE,FALSE,4,2,2,2105
2015Q2,臺北市中正區和平西路二段32巷1~30號,25.0281687,121.5130739,404.4489383215369,8e3,1,19.78,0,0,0,0,12,2015-02-25,1998-12-11,5,5,6,1,TRUE,FALSE,TRUE,1,0,1,2106
2015Q2,臺北市中正區和平西路二段32巷1~30號,25.0281687,121.5130739,379.17087967644085,7500,1,19.78,0,0,0,0,12,2015-02-25,1998-12-11,5,5,6,1,TRUE,FALSE,TRUE,1,0,1,2107
2015Q2,臺北市中山區遼寧街155巷1~30號,25.0524942,121.5424135,352.1677883862889,9e4,2,255.56,0,0,1,1,11,2015-03-04,2004-05-25,8,14,10,1,TRUE,TRUE,TRUE,4,2,2,2108
2015Q2,臺北市南港區舊莊街一段91巷12弄1~30號,25.0410478,121.619879,248.46778201093252,15e3,1,60.37000000000001,0,0,1,0,4,2015-02-28,2003-04-30,5,6,6,1,TRUE,TRUE,TRUE,1,1,1,2109
2015Q2,臺北市松山區民生東路五段36巷4弄1~30號,25.0578006,121.557187,1659.5542911332386,35e3,0,21.09,19.34,0,1,0,7,2015-02-13,1978-06-02,1,4,3,2,FALSE,FALSE,FALSE,0,0,0,2110
2015Q2,臺北市松山區南京東路四段91~120號,25.0518593,121.5542039,242.13075060532688,53e3,0,218.89,39.36,0,1,0,7,2015-02-26,1982-04-29,4,12,1,2,FALSE,FALSE,FALSE,0,0,0,2111
2015Q2,臺北市松山區塔悠路61~90號,25.052156,121.570594,91.80531623400469,65e3,0,708.02,0,0,1,0,7,2015-03-05,1995-03-14,1,12,10,2,FALSE,TRUE,FALSE,0,0,0,2112
2015Q2,臺北市信義區永吉路120巷61~90號,25.043617,121.570391,541.802895843064,58e3,0,107.05,0,0,1,0,10,2015-02-13,1983-03-16,1,7,6,2,FALSE,FALSE,TRUE,0,0,0,2113
2015Q2,臺北市松山區八德路三段155巷4弄1~30號,25.0486735,121.5553217,332.667997338656,3e4,0,90.18,0,0,1,0,7,2015-03-01,NA,1,4,5,1,FALSE,FALSE,TRUE,0,0,0,2114
2015Q2,臺北市信義區光復南路451~480號,25.0346792,121.5577219,1251.7179872324446,133333,0,106.52,0,0,1,0,10,2015-03-06,NA,1,4,5,2,FALSE,FALSE,TRUE,0,0,0,2115
2015Q2,臺北市松山區南京東路五段291巷5弄1~30號,25.0520894,121.5664601,245.42386747111155,24e3,2,97.79,97.79,0,1,0,7,2015-03-01,1967-12-18,4,4,5,1,TRUE,FALSE,TRUE,3,2,2,2116
2015Q2,臺北市松山區八德路四段17巷1~30號,25.0486623,121.5583322,721.370604147881,4e4,0,55.45,7.32,1,1,0,7,2015-03-02,1989-04-10,1,12,10,2,FALSE,FALSE,FALSE,0,0,0,2117
2015Q2,臺北市信義區信義路五段121~150號,25.0336571,121.5738977,1124.4593857895693,123758,1,110.06,0,0,1,0,10,2015-02-21,2004-11-30,15,25,10,1,TRUE,TRUE,TRUE,1,1,1,2118
2015Q2,臺北市信義區吳興街451~480號,25.0239776,121.5686935,373.85295117253884,33e3,0,88.27,0,0,1,0,10,2015-03-04,1989-03-16,1,6,6,2,FALSE,FALSE,FALSE,0,0,0,2119
2015Q2,臺北市松山區民生東路五段69巷3弄1~30號,25.0587629,121.5571904,502.7251813838259,56818,2,113.02,0,0,1,0,7,2015-02-25,1979-07-19,6,7,6,1,TRUE,TRUE,TRUE,3,2,2,2120
2015Q2,臺北市松山區南京東路四段1~30號,25.0519742,121.5495307,617.5049221406836,34500,1,55.87000000000001,0,0,1,0,7,2015-03-06,2008-12-05,12,15,10,1,TRUE,TRUE,TRUE,1,1,1,2121
2015Q2,臺北市信義區崇德街63巷1~30號,25.02495,121.555104,353.66931918656053,68e3,2,192.27,0,0,1,1,10,2015-02-27,2012-06-14,4,12,10,1,TRUE,TRUE,TRUE,3,2,2,2122
2015Q2,臺北市中正區北平東路1~30號,25.0472691,121.5206749,420.7144496290063,11e4,0,261.46000000000004,0,0,1,0,12,2015-03-03,1995-09-27,14,16,1,2,TRUE,TRUE,FALSE,5,0,0,2123
2015Q2,臺北市大同區市民大道一段211~240號,25.0493179,121.5177851,647.7329347284505,39e3,1,60.21,0,0,1,0,3,2015-03-04,2009-07-24,1,18,10,-1,TRUE,TRUE,FALSE,1,1,1,2124
2015Q2,臺北市大同區太原路61~90號,25.0513873,121.5155936,404.27075774852284,39e3,1,96.47,0,0,1,0,3,2015-02-19,2008-12-11,5,14,10,1,TRUE,TRUE,TRUE,2,2,1,2125
2015Q2,臺北市中正區忠孝東路一段61~90號,25.0443399,121.5262168,422.1635883905013,56e3,1,132.65,0,0,1,0,12,2015-03-01,1989-12-30,9,25,10,2,TRUE,TRUE,TRUE,2,2,1,2126
2015Q2,臺北市北投區石牌路二段315巷1~30號,25.1238688,121.5222642,290.66387629345434,5e4,2,172.01999999999995,0,0,1,0,1,2015-03-02,2009-06-22,6,11,10,1,TRUE,TRUE,TRUE,3,1,2,2127
2015Q2,臺北市士林區士東路91巷31~60號,25.1134188,121.5294137,492.61083743842363,6e4,2,121.8,365.4,0,1,0,6,2015-02-27,1984-11-06,6,7,6,1,TRUE,TRUE,TRUE,3,2,2,2128
2015Q2,臺北市中山區民權西路9巷1~30號,25.0632923,121.5219717,533.2148411464119,48e3,1,90.02,0,0,1,0,11,2015-03-03,2012-11-12,11,14,10,-1,TRUE,TRUE,TRUE,1,1,1,2129
2015Q2,臺北市內湖區新湖一路121~150號,25.0587548,121.5762832,239.35571074566343,85e3,0,355.12,0,0,1,0,5,2015-03-06,2009-06-23,3,7,2,-1,TRUE,TRUE,FALSE,5,1,0,2130
2015Q2,臺北市中山區敬業三路162巷91~120號,25.079015,121.55907,195.74944071588368,28e3,2,143.04,0,0,1,1,11,2015-02-10,2000-06-28,1,10,6,1,TRUE,TRUE,FALSE,3,2,2,2131
2015Q2,臺北市中山區松江路184巷26弄1~30號,25.0566309,121.5308609,478.9272030651341,3e4,1,62.64,0,0,1,0,11,2015-02-12,2008-12-02,6,9,6,1,TRUE,TRUE,TRUE,2,2,1,2132
2015Q2,臺北市中山區林森北路361~390號,25.0572804,121.5257191,750.5253677574301,5e4,1,66.62,0,0,1,0,11,2015-02-11,2009-09-16,15,18,10,2,TRUE,TRUE,TRUE,1,2,1,2133
2015Q2,臺北市內湖區康寧路三段70巷1~30號,25.0702916,121.6110452,273.2880456000625,35e3,1,128.07,0,0,1,1,5,2015-03-08,2005-08-11,8,13,10,1,TRUE,TRUE,TRUE,2,1,1,2134
2015Q2,臺北市內湖區內湖路一段411巷74弄1~30號,25.0841072,121.5715918,290.1998097050428,54900,2,189.18,0,0,1,1,5,2015-02-16,2010-09-13,7,11,10,1,TRUE,TRUE,TRUE,3,2,2,2135
2015Q2,臺北市中山區中山北路一段121巷31~60號,25.0509211,121.5245641,425.89437819420783,5e4,1,117.4,0,0,1,1,11,2015-02-25,2011-01-28,6,14,10,1,TRUE,TRUE,TRUE,1,1,1,2136
2015Q2,臺北市中山區樂群三路271~300號,25.082953,121.5588705,299.4292130625994,64e3,2,213.74,0,0,1,1,11,2015-02-17,2009-11-26,3,10,6,2,TRUE,TRUE,FALSE,3,1,2,2137
2015Q2,臺北市中正區金門街24巷61~90號,25.0217594,121.5226174,200.58351568198395,22e3,2,109.68,0,0,1,0,12,2015-02-24,1983-09-19,5,5,5,1,TRUE,FALSE,TRUE,3,2,2,2138
2015Q2,臺北市中正區南昌路一段121~150號,25.0299515,121.5183336,426.73605716948884,27469,1,64.37,0,0,1,0,12,2015-02-25,2008-03-07,7,14,10,1,TRUE,TRUE,TRUE,1,1,1,2139
2015Q2,臺北市大安區仁愛路四段31~60號,25.0382496,121.5456205,513.0974885228193,38e3,1,74.06,0,0,1,0,2,2015-02-13,1971-04-20,1,12,10,1,TRUE,TRUE,TRUE,1,1,1,2140
2015Q2,臺北市大安區四維路211~240號,25.0278738,121.5481557,764.9437219975958,7e4,3,91.51,0,0,1,0,2,2015-02-16,1970-06-30,1,4,5,1,TRUE,FALSE,FALSE,2,2,3,2141
2015Q2,臺北市大安區仁愛路四段300巷26弄1~30號,25.036149,121.5531905,280.288697358279,4e4,2,142.71,0,0,1,0,2,2015-03-03,NA,2,7,6,1,TRUE,TRUE,TRUE,3,2,2,2142
2015Q2,臺北市大安區忠孝東路四段1~30號,25.0419004,121.5440748,416.2330905306972,32e3,1,76.88,0,0,1,0,2,2015-03-10,1989-03-02,12,12,10,1,TRUE,TRUE,FALSE,2,1,1,2143
2015Q2,臺北市大安區敦化南路一段190巷31~60號,25.0427891,121.5473997,392.3876790268786,8e4,0,203.88,0,0,1,0,2,2015-02-16,1983-09-29,5,7,1,1,FALSE,TRUE,FALSE,0,0,0,2144
2015Q2,臺北市萬華區中華路一段211~240號,25.0376119,121.5067908,615.6716417910447,66e3,1,107.2,0,0,1,1,8,2015-03-01,2012-07-05,1,15,1,-1,TRUE,FALSE,FALSE,0,1,1,2145
2015Q2,臺北市內湖區成功路三段174巷17弄1~30號,25.0814149,121.5909171,189.5806476074922,25e3,2,131.87,17.78,1,1,0,5,2015-03-09,1989-12-06,2,12,10,2,TRUE,FALSE,FALSE,3,2,2,2146
2015Q2,臺北市中山區民權東路二段91~120號,25.0627026,121.532346,370.28465632955334,32e3,0,86.42,0,0,1,0,11,2015-03-01,NA,2,4,5,-1,FALSE,FALSE,FALSE,0,0,0,2147
2015Q2,臺北市中山區大直街20巷1~30號,25.081454,121.546094,363.78754807192604,35e3,2,96.21,0,0,1,0,11,2015-03-03,1978-10-26,1,5,5,1,TRUE,FALSE,FALSE,3,2,2,2148
2015Q2,臺北市中山區中山北路一段121~150號,25.051347,121.522657,1404.2971492767872,1e5,0,71.21,85,1,1,0,11,2015-03-04,NA,1,5,5,-1,FALSE,FALSE,TRUE,0,0,0,2149
2015Q2,臺北市內湖區瑞光路391~420號,25.0773603,121.5728029,408.16326530612247,152e3,0,372.4,0,0,1,3,5,2015-03-04,2006-11-28,1,12,7,3,FALSE,TRUE,FALSE,0,0,0,2150
2015Q2,舊宗段31~60地號,0,0,Inf,5e4,0,0,371.17,1,0,0,5,2015-03-09,NA,-1,NA,7,-1,TRUE,FALSE,FALSE,0,0,0,2151
2015Q2,臺北市內湖區陽光街321巷1~30號,25.0768605,121.588739,321.91216834400734,105555,0,327.9,66.1,1,1,2,5,2015-03-10,2010-07-20,3,10,2,-1,FALSE,TRUE,FALSE,0,0,0,2152
2015Q2,臺北市中山區建國北路二段61~90號,25.055757,121.537466,349.58515894471896,37500,0,107.27,0,0,1,0,11,2015-02-16,1982-11-18,2,13,1,-1,FALSE,TRUE,FALSE,0,0,0,2153
2015Q2,臺北市中山區民權東路二段1~30號,25.0628844,121.5280983,355.42262882164357,45455,2,127.89,127.89,0,1,0,11,2015-03-09,1984-04-06,2,12,1,2,TRUE,FALSE,FALSE,3,2,2,2154
2015Q2,臺北市中山區雙城街17巷1~30號,25.0644421,121.5246338,935.9128345916266,54545,0,58.28,0,0,1,0,11,2015-02-17,2012-03-27,1,15,3,-1,FALSE,TRUE,FALSE,0,0,0,2155
2015Q2,臺北市北投區育仁路121~150號,25.135853,121.500027,286.41571194762685,28e3,1,97.76,0,0,1,0,1,2015-03-04,1981-06-23,1,5,3,4,TRUE,FALSE,FALSE,1,1,1,2156
2015Q2,臺北市北投區致遠三路151~180號,25.1216061,121.5092977,284.9571139543499,1e5,2,350.93,0,0,1,1,1,2015-03-02,1997-01-24,5,8,6,1,TRUE,TRUE,TRUE,4,2,2,2157
2015Q2,臺北市士林區士東路91巷31~60號,25.1134188,121.5294137,410.5090311986864,5e4,2,121.8,365.4,0,1,0,6,2015-03-09,1984-11-06,2,7,6,1,TRUE,TRUE,TRUE,3,2,2,2158
2015Q2,臺北市士林區文林路661巷1~30號,25.1005665,121.5221635,375.181149696742,69900,0,186.31,0,0,1,0,6,2015-02-10,1979-06-13,1,7,6,1,FALSE,FALSE,FALSE,0,0,0,2159
2015Q2,臺北市萬華區西園路二段91~120號,25.030491,121.496799,375.11820951980667,35700,1,95.17,0,0,1,0,8,2015-02-27,1996-12-13,1,10,3,2,TRUE,TRUE,FALSE,0,2,1,2160
2015Q2,臺北市大同區延平北路二段61~90號,25.0555232,121.5118043,352.5434243176179,28415,1,80.6,0,0,1,0,3,2015-03-04,2009-09-01,15,15,10,1,TRUE,TRUE,TRUE,2,1,1,2161
2015Q2,臺北市大同區環河北路一段91~120號,25.053117,121.507558,146.09915262491478,3e4,2,205.34,37.52,2,1,0,3,2015-03-09,1978-06-22,6,7,6,1,TRUE,TRUE,FALSE,3,2,2,2162
2015Q2,臺北市松山區八德路二段421~450號,25.0483705,121.5463134,354.5080003832519,37e3,1,104.37,576,1,1,0,7,2015-03-01,1981-09-07,9,12,1,1,TRUE,TRUE,FALSE,0,1,1,2163
2015Q2,臺北市松山區民權東路三段106巷3弄61~90號,25.0613287,121.5483936,506.799560773714,6e4,2,118.39,118.39,0,1,0,7,2015-03-04,1985-03-01,6,7,6,1,TRUE,TRUE,TRUE,3,2,2,2164
2015Q2,臺北市南港區重陽路125巷36弄1~30號,25.0577672,121.5975908,247.77006937561944,2e4,1,80.72,0,0,1,1,4,2014-07-24,2007-10-08,4,8,6,1,TRUE,TRUE,TRUE,1,1,1,2165
2015Q2,臺北市南港區園區街31~60號,25.0589059,121.6120912,237.9693283976732,27e3,1,113.46,0,0,1,1,4,2014-06-20,2011-04-14,6,12,10,1,TRUE,TRUE,FALSE,2,2,1,2166
2015Q2,臺北市南港區園區街1~30號,25.0589059,121.6120912,237.18539992093824,36e3,2,151.77999999999997,0,0,1,1,4,2014-09-26,2006-11-16,8,12,10,1,TRUE,TRUE,TRUE,3,2,2,2167
2015Q2,臺北市南港區市民大道七段1~30號,25.049533,121.5806665,350.77872877788695,5e4,2,142.54,0,0,1,2,4,2014-07-10,2006-09-06,6,9,6,1,TRUE,TRUE,TRUE,3,2,2,2168
2015Q2,臺北市南港區園區街1~30號,25.0589059,121.6120912,204.2483660130719,35e3,2,171.36,0,0,1,1,4,2014-12-23,2011-04-12,9,15,10,1,TRUE,TRUE,FALSE,3,2,2,2169
2015Q2,臺北市信義區信義路五段91巷12弄1~30號,25.0338294,121.5707959,305.59233981868186,3e4,1,98.17,0,0,1,0,10,2015-03-06,2008-12-24,2,7,6,1,TRUE,TRUE,TRUE,1,1,1,2170
2015Q2,臺北市信義區基隆路一段121~150號,25.0447812,121.5669716,409.7760866383726,28e3,1,68.33,0,0,1,0,10,2015-03-06,2006-01-26,1,13,7,-1,TRUE,TRUE,TRUE,0,0,1,2171
2015Q2,臺北市信義區忠孝東路五段71巷12弄1~30號,25.04251,121.578983,279.8600699650175,28e3,2,100.05,0,0,1,0,10,2015-03-03,1974-10-21,3,4,5,1,TRUE,FALSE,TRUE,2,2,2,2172
2015Q2,臺北市中正區重慶南路一段91~120號,25.0434685,121.5132107,387.3395307658256,175e3,0,451.8,0,0,1,0,12,2015-02-16,1979-02-19,9,11,1,2,FALSE,TRUE,FALSE,0,0,0,2173
2015Q2,臺北市中山區堤頂大道二段361~390號,25.0796301,121.5632486,241.42926122646062,6e4,2,248.52,0,0,1,2,11,2015-03-08,2004-12-30,3,11,10,1,TRUE,TRUE,TRUE,4,2,2,2174
2015Q2,臺北市中山區中山北路二段121~150號,25.0612094,121.5231156,521.2638927160834,113500,0,217.74,0,0,1,1,11,2015-03-05,2004-03-19,6,14,1,2,FALSE,TRUE,FALSE,0,0,0,2175
2015Q2,臺北市中山區合江街91~120號,25.059388,121.539272,610.6870229007634,4e4,1,65.5,0,0,1,0,11,2015-02-13,2009-04-14,2,5,6,1,TRUE,TRUE,TRUE,1,1,1,2176
2015Q2,臺北市中山區林森北路571~600號,25.0649087,121.5256777,673.4762599618363,6e4,1,89.09,0,0,1,0,11,2015-03-03,2011-07-26,8,13,10,1,TRUE,TRUE,TRUE,2,1,1,2177
2015Q2,臺北市內湖區新湖一路121~150號,25.0587548,121.5762832,244.1122451351917,105e3,0,430.13,0,0,1,3,5,2015-02-28,2009-06-23,1,7,1,-1,TRUE,TRUE,FALSE,1,0,0,2178
2015Q2,臺北市信義區忠孝東路五段236巷61~90號,25.0403269,121.571764,693.1207762952694,28e4,3,403.97,0,0,1,3,10,2015-03-01,NA,8,NA,10,-1,TRUE,TRUE,FALSE,3,2,3,2179
2015Q2,臺北市中正區金華街1~30號,25.0313305,121.5208141,533.9859828679497,48e3,1,89.89,0,0,1,0,12,2015-03-05,NA,1,4,5,1,TRUE,FALSE,FALSE,0,2,1,2180
2015Q2,臺北市中正區金華街1~30號,25.0313305,121.5208141,536.7326400536732,48e3,1,89.43,0,0,1,0,12,2015-03-05,NA,1,4,5,1,TRUE,FALSE,FALSE,0,2,1,2181
2015Q2,臺北市文山區興隆路一段55巷27弄1~30號,25.0043212,121.541774,295.0187223419948,26e3,1,88.13,0,0,1,0,9,2015-03-03,NA,1,4,5,1,TRUE,FALSE,FALSE,3,2,1,2182
2015Q2,臺北市大安區忠孝東路四段301~330號,25.041621,121.555208,444.9190247374978,75e3,0,168.57,0,0,1,0,2,2015-03-06,2010-03-24,8,14,7,-1,FALSE,TRUE,FALSE,0,0,0,2183
2015Q2,臺北市大安區復興南路一段219巷1~30號,25.0391486,121.5441208,380.3888419273035,45e3,2,118.3,0,0,1,0,2,2015-03-04,1976-01-29,2,6,6,1,TRUE,TRUE,TRUE,2,2,2,2184
2015Q2,臺北市大安區樂業街61~90號,25.0221625,121.550733,227.72818364000727,25e3,2,109.78,0,0,1,0,2,2015-03-04,1981-03-03,2,7,6,1,TRUE,TRUE,TRUE,3,2,2,2185
2015Q2,臺北市大安區大安路一段84巷1~30號,25.0407239,121.545759,689.1798759476223,8e4,1,116.08,0,0,1,0,2,2015-03-08,1965-01-30,1,3,5,-1,TRUE,FALSE,FALSE,2,0,1,2186
2015Q2,臺北市大安區151~180號,25.0261583,121.5427093,529.5986818877251,45e3,1,84.97,0,0,1,0,2,2015-03-11,NA,11,14,1,1,TRUE,FALSE,TRUE,3,2,1,2187
2015Q2,臺北市大安區忠孝東路四段61~90號,25.0418045,121.5459871,6918.819188191882,75e4,0,108.4,11.46,1,1,0,2,2015-02-15,NA,1,13,3,-1,FALSE,TRUE,FALSE,0,0,0,2188
2015Q2,臺北市大安區光復南路241~270號,25.0408162,121.5576923,2025.239722252838,367500,0,181.46,0,0,1,0,2,2015-02-16,NA,1,12,3,2,FALSE,TRUE,FALSE,0,0,0,2189
2015Q2,臺北市大安區羅斯福路三段301~330號,25.0175439,121.5319041,1114.7794023067358,26e4,0,233.23,0,0,1,0,2,2015-03-05,2013-01-03,1,19,10,-1,FALSE,FALSE,FALSE,0,0,0,2190
2015Q2,臺北市中山區長春路331~360號,25.0545726,121.5439986,373.55248412401943,5e4,0,133.85,18,0,1,0,11,2015-03-11,1989-01-25,1,10,1,2,FALSE,FALSE,FALSE,0,0,0,2191
2015Q2,臺北市中山區撫順街1~30號,25.0635339,121.520902,288.7153541575011,52500,0,181.84,0,0,1,0,11,2015-03-06,1983-03-19,7,8,1,2,FALSE,TRUE,FALSE,0,0,0,2192
2015Q2,臺北市中山區松江路211~240號,25.0573328,121.5333792,510.90425531914894,192100,0,376,0,0,1,0,11,2015-03-09,1988-09-17,4,16,1,2,TRUE,TRUE,FALSE,7,0,0,2193
2015Q2,臺北市中山區林森北路107巷61~90號,25.0499592,121.5271009,505.050505050505,43e3,1,85.14,0,0,1,0,11,2015-03-09,2012-02-10,4,7,6,-1,TRUE,TRUE,TRUE,2,1,1,2194
2015Q2,臺北市中山區大直街127巷1~30號,25.083972,121.548793,252.56276927648193,34e3,1,134.62,0,0,1,0,11,2015-02-24,1982-01-13,1,5,5,4,TRUE,FALSE,FALSE,0,0,1,2195
2015Q2,臺北市中山區建國北路二段31~60號,25.0547495,121.5370927,464.6840148698885,12e4,0,258.24,0,0,1,1,11,2015-02-01,1988-12-05,15,15,1,2,FALSE,TRUE,FALSE,0,0,0,2196
2015Q2,臺北市中山區新生北路三段62巷1~30號,25.0659064,121.5265775,219.28470346069727,34090,0,155.46,0,0,1,0,11,2015-03-10,1982-12-09,1,12,10,2,FALSE,FALSE,FALSE,0,0,0,2197
2015Q2,臺北市中山區民權東路二段61~90號,25.0627381,121.5310124,587.7952335150155,55e3,0,93.57,0,0,1,0,11,2015-02-14,NA,1,4,3,-1,FALSE,FALSE,FALSE,0,0,0,2198
2015Q2,臺北市中山區遼寧街211~240號,25.055327,121.542584,496.90812720848055,45e3,1,90.56,0,0,1,0,11,2015-03-06,1987-12-24,1,7,3,4,TRUE,FALSE,FALSE,1,0,1,2199
2015Q2,臺北市內湖區成功路三段151~180號,25.0796152,121.5899439,900.9009009009009,13e4,0,144.3,0,0,1,0,5,2015-02-17,1979-12-21,-1,5,3,4,FALSE,FALSE,FALSE,0,0,0,2200
2015Q2,臺北市中正區青島東路1~30號,25.0443136,121.5206821,332.87365067288033,7e4,0,210.29,0,0,1,0,12,2015-03-11,1974-11-23,3,7,1,1,FALSE,TRUE,FALSE,0,0,0,2201
2015Q2,臺北市大同區寧夏路1~30號,25.0543191,121.5149537,484.4637487470765,29e3,1,59.86,0,0,1,0,3,2015-02-28,2011-11-30,6,13,10,1,TRUE,TRUE,TRUE,2,1,1,2202
2015Q2,臺北市萬華區康定路151~180號,25.0385028,121.5019175,254.67510732736665,35e3,2,137.43,0,0,1,0,8,2015-03-04,2007-09-27,1,13,10,1,TRUE,TRUE,TRUE,3,2,2,2203
2015Q2,臺北市中正區衡陽路31~60號,25.042422,121.5127367,371.02705542421853,113e3,0,304.56,0,0,1,0,12,2015-03-02,1994-04-07,7,13,1,2,FALSE,TRUE,TRUE,0,0,0,2204
2015Q2,臺北市中正區臨沂街25巷1~30號,25.0416112,121.5307081,385.5128335193264,38e3,2,98.57,0,0,1,0,12,2015-03-12,1971-11-04,2,4,5,1,TRUE,FALSE,TRUE,3,2,2,2205
2015Q2,臺北市松山區忠孝東路五段451~480號,25.0411038,121.5762524,783.6618380432202,33e3,1,42.11,0,0,1,0,10,2015-03-10,2005-10-06,1,11,10,-1,TRUE,FALSE,TRUE,1,2,1,2206
2015Q2,臺北市信義區忠孝東路四段553巷46弄1~30號,25.0443396,121.5630678,523.8859238400838,16e4,0,305.41,53.5,0,1,0,10,2015-02-13,NA,1,7,6,-1,TRUE,FALSE,FALSE,0,2,0,2207
2015Q2,臺北市信義區忠孝東路五段372巷27弄1~30號,25.039768,121.574134,337.3423291287767,46e3,1,136.36,28.04,0,1,0,10,2015-03-08,NA,1,7,6,-1,TRUE,FALSE,TRUE,0,1,1,2208
2015Q2,臺北市信義區光復南路541~570號,25.0317084,121.5576302,289.1272920946511,38e3,2,131.43,15.9,1,1,0,10,2015-03-02,1988-11-15,5,12,1,2,TRUE,TRUE,FALSE,3,1,2,2209
2015Q2,臺北市信義區基隆路一段101巷1~30號,25.045329,121.5674665,389.77671362548034,7e4,2,179.58999999999997,0,0,1,1,10,2015-03-11,2007-11-06,1,12,10,1,TRUE,FALSE,TRUE,3,2,2,2210
2015Q2,臺北市大同區民權西路91~120號,25.0630764,121.5188695,586.5921787709498,42e3,1,71.6,1393,0,1,0,3,2015-01-22,1982-07-13,1,13,1,2,TRUE,FALSE,TRUE,0,1,1,2211
2015Q2,臺北市大同區南京西路61~90號,25.0530963,121.5191378,717.4887892376681,16e4,1,223,0,0,1,0,3,2015-03-02,2008-02-05,1,15,3,-1,TRUE,TRUE,FALSE,1,1,1,2212
2015Q2,臺北市大同區太原路61~90號,25.0513873,121.5155936,327.6301419730615,45e3,2,137.35000000000002,0,0,1,0,3,2015-03-12,2008-12-11,13,14,10,1,TRUE,TRUE,TRUE,2,1,2,2213
2015Q2,臺北市大同區承德路三段1~30號,25.0633359,121.518582,363.0181049535888,79e3,2,217.62,0,0,1,0,3,2015-03-01,2010-09-03,13,15,10,1,TRUE,FALSE,TRUE,4,2,2,2214
2015Q2,臺北市萬華區武成街80巷1~30號,25.019563,121.494536,167.36920406645177,13500,2,80.66,28.66,1,1,0,8,2015-03-13,1963-03-12,-1,3,9,1,TRUE,FALSE,FALSE,4,2,2,2215
2015Q2,臺北市大同區承德路二段61~90號,25.05548,121.5184065,244.62760152045465,65e3,0,265.71,0,0,1,0,3,2015-02-14,1993-09-14,14,16,1,2,FALSE,TRUE,TRUE,0,0,0,2216
2015Q2,臺北市中山區松江路90巷1~30號,25.0506573,121.5324261,535.1170568561872,72e3,0,134.55,447,0,1,0,11,2014-11-29,1971-02-06,1,7,3,1,FALSE,FALSE,TRUE,0,0,0,2217
2015Q2,臺北市中山區北安路811~840號,25.085196,121.5554409,645.3214197071234,26e3,1,40.29,5.07,1,1,0,11,2015-02-13,2010-12-24,8,14,8,1,TRUE,FALSE,TRUE,1,1,1,2218
