"lat" "lng"
"617" 25.08279 121.553249
"618" 25.063341 121.5656008
"619" 25.0204194 121.5543885
"620" 25.12944 121.506818
"621" 25.1284955 121.4720103
"622" 25.0557743 121.5942641
"623" 25.0459057 121.512264
"624" 25.0424801 121.5649454
"625" 25.0590179 121.5462756
"626" 25.0876968 121.5207619
"627" 25.0330759 121.5464175
"628" 25.028109 121.5476361
"629" 25.0545859 121.5100373
"630" 25.1359056 121.5058696
"631" 25.0454739 121.5255427
"632" 25.0515812 121.5668251
"633" 25.0481 121.5510974
"634" 25.0570559 121.5762816
"635" 25.0724217 121.6056009
"636" 24.9983469 121.5810358
"637" 25.0186525 121.5590639
"638" 25.05691 121.54678
"639" 25.0636811 121.5518476
"640" 25.0822078 121.596681
"641" 25.015582 121.532409
"642" 25.0844483 121.6000629
"643" 25.1373124 121.5416346
"644" 25.020961 121.5483552
"645" 25.0610166 121.5333749
"646" 25.0485276 121.5280405
"647" 25.084751 121.5748164
"648" 25.0595479 121.5241784
"649" 25.058596 121.537381
"650" 25.1247982 121.471475
"651" 25.0342889 121.5600266
"652" 25.0376944 121.5833164
"653" 25.0428594 121.5835986
"654" 25.0259066 121.5545048
"655" 25.0853035 121.5584061
"656" 25.04419 121.5281127
"657" 25.0707316 121.5193801
"658" 25.0318231 121.5037008
"659" 25.0619003 121.5352141
"660" 25.0235759 121.5483433
"661" 25.1008507 121.5221153
"662" 25.040468 121.563152
"663" 25.0391417 121.5041869
"664" 25.0601893 121.5108153
"665" 25.0890872 121.5227567
"666" 25.0226046 121.5496078
"667" 25.0253682 121.5495567
"668" 24.9916108 121.5741389
"669" 25.0343199 121.5607257
"670" 25.0846551 121.5923938
"671" 25.0682619 121.5928917
"672" 25.0885705 121.5037518
"673" 25.0183349 121.557076
"674" 25.019332 121.529996
"675" 25.0623477 121.5318334
"676" 25.0482323 121.5817652
"677" 25.0881429 121.587246
"678" 25.0450006 121.583643
"679" 25.037543 121.5385
"680" 25.0509333 121.5249159
"681" 25.0239768 121.518814
"682" 25.033101 121.5202768
"683" 25.0406072 121.5048372
"684" 25.0673365 121.5152931
"685" 25.054271 121.510538
"686" 25.0288698 121.5494371
"687" 25.1301069 121.4993545
"688" 25.0442046 121.5111993
"689" 25.023995 121.555603
"690" 25.067643 121.6133853
"691" 25.040114 121.5338551
"692" 25.04216 121.5522002
"693" 25.002327 121.5385604
"694" 25.0652109 121.5185663
"695" 25.0845589 121.5933049
"696" 25.0463088 121.5179034
"697" 25.0895031 121.5267905
"698" 25.0538382 121.5610997
"699" 25.0625757 121.5435127
"700" 22.6233681 120.5445223
"701" 25.0581224 121.5358553
"702" 25.027249 121.5637452
"703" 25.0508746 121.5346609
"704" 25.1191098 121.5288971
"705" 25.0546678 121.5253106
"706" 25.0571989 121.522495
"707" 25.0340846 121.4930782
"708" 25.0626036 121.5200647
"709" 25.1284955 121.4720103
"710" 25.080023 121.51324
"711" 25.023535 121.5429266
"712" 25.109518 121.5193952
"713" 25.053477 121.543845
"714" 25.0514132 121.5480413
"715" 25.0847534 121.4668591
"716" 25.0888155 121.645766
"717" 24.9927198 121.5440414
"718" 25.0482515 121.5405557
"719" 25.0648905 121.632265
"720" 25.0645352 121.6419979
"721" 25.1119069 121.527767
"722" 25.0498982 121.5756844
"723" 25.0308021 121.5459455
"724" 25.1097496 121.5347042
"725" 25.0361134 121.5442913
"726" 25.0681665 121.6637533
"727" 25.0364085 121.5373045
"728" 25.0260162 121.5082727
"729" 25.0364986 121.5539664
"730" 24.9892729 121.4219989
"731" 25.0550254 121.5264992
"732" 25.0690607 121.6701773
"733" 25.038253 121.5794416
"734" 25.1179988 121.5223145
"735" 25.133571 121.505194
"736" 25.1118557 121.5338377
"737" 25.047321 121.566457
"738" 25.064037 121.659369
"739" 25.1301499 121.4995485
"740" 24.988372 121.418093
"741" 25.0568892 121.6057148
"742" 25.0491015 121.5890698
"743" 25.043568 121.5718995
"744" 25.119359 121.466859
"745" 25.1227836 121.5243868
"746" 24.990756 121.5411951
"747" 25.0450358 121.5837982
"748" 25.045662 121.575739
"749" 25.0603401 121.5393178
"750" 25.043469 121.5159368
"751" 25.1338665 121.5020994
"752" 25.0235166 121.5697029
"753" 25.0461278 121.515325
"754" 25.0517153 121.5615576
"755" 25.084047 121.54919
"756" 25.0707381 121.6297143
"757" 25.0605439 121.6543177
"758" 25.0854094 121.3911856
"759" 25.059173 121.511687
"760" 24.9921996 121.4238423
"761" 25.1373518 121.5454761
"762" 25.0427826 121.5656683
"763" 25.0651085 121.6320793
"764" 25.0239172 121.529356
"765" 25.0163502 121.4028422
"766" 25.0441418 121.5040786
"767" 25.0320133 121.5742771
"768" 25.0390561 121.5255205
"769" 25.0719346 121.5160686
"770" 25.1089278 121.5245557
"771" 25.0585499 121.565913
"772" 25.0524003 121.5639517
"773" 25.0614164 121.5333722
"774" 25.0522776 121.5326151
"775" 25.140433 121.550143
"776" 25.118896 121.532398
"777" 24.996755 121.54072
"778" 25.0714965 121.6647788
"779" 25.034161 121.575201
"780" 25.0463846 121.5178642
"781" 25.0595396 121.5326515
"782" 25.0463088 121.5179034
"783" 25.0621278 121.5406281
"784" 25.0343323 121.545894
"785" 25.088348 121.59941
"786" 25.0166544 121.5304567
"787" 25.0844527 121.5950407
"788" 25.097056 121.5195206
"789" 25.0447815 121.5780365
"790" 25.0322607 121.5058413
"791" 25.0644562 121.6634114
"792" 25.0524294 121.520526
"793" 25.1384158 121.4867135
"794" 25.0490594 121.5147284
"795" 25.0446584 121.5161043
"796" 25.0386638 121.5452794
"797" 25.0220932 121.5689406
"798" 25.0381262 121.5528852
"799" 25.0439908 121.5087626
"800" 25.0530434 121.5864318
"801" 25.1042503 121.5247632
"802" 25.0366279 121.5372099
"803" 25.0450654 121.504878
"804" 25.0520184 121.6162354
"805" 25.0775796 121.6680918
"806" 25.045626 121.5143097
"807" 25.0776603 121.5896825
"808" 25.0358094 121.5785008
"809" 25.0726997 121.6106675
"810" 25.0635051 121.6585798
"811" 25.096894 121.54409
"812" 25.1020461 121.5223089
"813" 25.0504394 121.580272
"814" 25.1063689 121.5250808
"815" 25.0838096 121.517539
"816" 25.1165908 121.5162735
"817" 25.1243838 121.5327438
"818" 25.1136967 121.5239553
"819" 25.114095 121.5124895
"820" 25.1391741 121.5018741
"821" 25.1089687 121.530632
"822" 25.0479604 121.5564935
"823" 25.0373755 121.5577625
"824" 25.1280656 121.7766341
"825" 25.0518337 121.5550115
"826" 25.048393 121.5527276
"827" 25.0337254 121.5576657
"828" 25.0517843 121.5578566
"829" 25.043543 121.572162
"830" 25.040764 121.574124
"831" 25.0319501 121.5587135
"832" 25.0454044 121.5689813
"833" 25.0428191 121.5833667
"834" 25.039675 121.5780539
"835" 25.0515143 121.5147901
"836" 25.058645 121.558171
"837" 25.0562242 121.5564331
"838" 25.0538709 121.5495491
"839" 25.0483738 121.5469997
"840" 25.0619448 121.5449859
"841" 25.0594312 121.5479162
"842" 25.0304269 121.529595
"843" 25.042583 121.5531777
"844" 25.042463 121.539593
"845" 25.0402711 121.5336386
"846" 25.0422946 121.54175
"847" 25.0371229 121.5325096
"848" 25.029814 121.528431
"849" 25.0376936 121.5321634
"850" 25.0182579 121.530409
"851" 25.0310873 121.5171828
"852" 25.0232307 121.5285488
"853" 25.034733 121.5076495
"854" 25.0261264 121.5315632
"855" 25.0265492 121.5177458
"856" 25.03338 121.492187
"857" 25.0198326 121.5556232
"858" 25.0236436 121.5430086
"859" 25.0407185 121.5473505
"860" 25.0343188 121.554317
"861" 25.0376591 121.5507026
"862" 25.0353449 121.5460947
"863" 25.034707 121.5523932
"864" 24.982517 121.5597228
"865" 25.0036606 121.5384998
"866" 24.9916944 121.5736525
"867" 25.0524769 121.546691
"868" 25.0651791 121.5242731
"869" 25.0508019 121.5183101
"870" 25.0658166 121.5296851
"871" 25.0665608 121.5258665
"872" 25.0714141 121.5135484
"873" 25.1405468 121.5485106
"874" 25.0626038 121.5212091
"875" 25.0647513 121.5339903
"876" 25.043849 121.5215871
"877" 25.0441669 121.513528
"878" 25.0955186 121.5260786
"879" 25.0451499 121.5319628
"880" 25.0396317 121.502011
"881" 25.0354999 121.5273445
"882" 25.0360273 121.5014909
"883" 25.049311 121.52658
"884" 25.0506357 121.5233852
"885" 25.0513075 121.5270438
"886" 25.051054 121.5271201
"887" 25.0542819 121.5316558
"888" 25.0485709 121.5345357
"889" 25.048505 121.527757
"890" 25.0517312 121.5235516
"891" 25.0494681 121.5226512
"892" 25.0602903 121.5304103
"893" 25.061313 121.5347288
"894" 25.0580554 121.5315574
"895" 25.0574055 121.5254147
"896" 25.060453 121.532839
"897" 25.0589714 121.5405155
"898" 25.0558925 121.5438317
"899" 25.0618477 121.5254793
"900" 25.0410357 121.5638045
